시도교육청,교육지원청,학교명,학교급,설립구분,학교특성,개교기념일,학교도로명 주소,전화번호,홈페이지 주소,24년 학생수,24년 1인당 기본적 교육활동비,24년 1인당 선택적 교육활동비,24년 1인당 교육비,23년 학생수,23년 1인당 기본적 교육활동비,23년 1인당 선택적 교육활동비,23년 1인당 교육비,22년 학생수,22년 1인당 기본적 교육활동비,22년 1인당 선택적 교육활동비,22년 1인당 교육비
경기도교육청,경기도화성오산교육지원청,청림초등학교,초등학교,공립,,20190301.0,경기도 화성시 동탄산척로 93-22,031-378-1952, https://cheonglim-e.goehs.kr/ ,1506.0,266046.427622842,387406.4741035856,653452.9017264276,1528.0,297518.7565445026,267928.3573298429,565447.1138743456,1443.0,308342.8967428968,283131.781011781,591474.6777546777
경기도교육청,경기도수원교육지원청,청명초등학교,초등학교,공립,,19970104.0,경기도 수원시 영통구 봉영로1744번길 41,031-202-2124, https://cmschool-e.goesw.kr/,406.0,436764.9753694581,765402.5862068967,1202167.5615763548,451.0,454798.62527716183,486168.2483370288,940966.8736141907,511.0,430181.70254403126,437596.82974559686,867778.5322896282
경기도교육청,경기도화성오산교육지원청,청목초등학교,초등학교,공립,,20150630.0,경기도 화성시 동탄구 동탄순환대로21길 10,031-8055-0945,https://cheongmok-e.goehs.kr,1112.0,299265.0449640288,507905.440647482,807170.4856115107,1149.0,323521.5317667537,403763.7075718016,727285.2393385553,1196.0,386827.1070234114,335753.81270903005,722580.9197324414
경기도교육청,경기도파주교육지원청,청미르초등학교,초등학교,공립,,20250901.0,경기도 파주시 운정중앙로 230,031-540-7200,https://cheongmireu-e.goepj.kr/,,,,,,,,,,,,
경기도교육청,경기도평택교육지원청,청북초등학교,초등학교,공립,,19260913.0,경기도 평택시 청북읍 청북새싹길 25,031-683-3263,cheongbuk-e.goept.kr,45.0,2464577.5555555555,2648440.0,5113017.555555556,54.0,2061782.2222222225,1725911.111111111,3787693.333333333,55.0,1799608.3636363635,1308934.181818182,3108542.5454545454
경기도교육청,경기도파주교육지원청,청석초등학교,초등학교,공립,,19310831.0,경기도 파주시 청석로 330,031-943-9710,https://www.goepj.kr/cheongseok-e/main.do,588.0,522740.7142857143,667204.4557823129,1189945.1700680272,661.0,481100.0453857791,537202.23903177,1018302.2844175491,707.0,481083.7482319661,384025.30410183873,865109.0523338048
경기도교육청,경기도포천교육지원청,청성초등학교,초등학교,공립,,19350901.0,경기도 포천시 군내면 솔밭길 12-1,031-535-8010,https://cheongseong-e.goepc.kr/,54.0,2013037.2222222225,2495279.814814815,4508317.037037036,64.0,1999787.65625,1712445.3125,3712232.96875,67.0,1243804.7761194033,1691937.3134328355,2935742.0895522386
경기도교육청,경기도성남교육지원청,청솔초등학교,초등학교,공립,,19940228.0,경기도 성남시 분당구 금곡로 243,031-713-0742,https://chungsol-e.goesn.kr/,277.0,526578.5198555957,701793.6462093863,1228372.1660649818,287.0,658261.3240418119,788983.8675958188,1447245.1916376306,277.0,613419.0974729242,597074.3321299639,1210493.429602888
경기도교육청,경기도김포교육지원청,청수초등학교,초등학교,공립,,20140605.0,경기도 김포시 김포한강11로 256,031-997-0832,https://cheongsu-e.gpoe.kr/,1939.0,267464.3372872615,299898.08664259926,567362.4239298608,1959.0,282948.07554874936,257824.99234303212,540773.0678917816,1947.0,262613.6004108885,201892.28043143297,464505.8808423216
경기도교육청,경기도광주하남교육지원청,청아초등학교,초등학교,공립,,20161004.0,경기도 하남시 미사강변중앙로132번길 45,031-8027-7300,https://cheonga-e.goegh.kr,1543.0,248167.18729747247,525043.5450421257,773210.7323395982,1586.0,387191.0214375788,463816.9041614124,851007.9255989912,1436.0,333803.16155988857,461863.4818941504,795666.643454039
경기도교육청,경기도파주교육지원청,청암초등학교,초등학교,공립,,20010901.0,경기도 파주시 청암로 16,031-943-3438,http://cham-e.goepj.kr,1393.0,271252.10337401286,537631.11988514,808883.2232591528,1218.0,215041.25615763548,358689.4334975369,573730.6896551724,1089.0,190084.91276400367,286358.9072543618,476443.8200183655
경기도교육청,경기도화성오산교육지원청,청연초등학교,초등학교,공립,,20250301.0,경기도 화성시 효행구 새비봉서로 68,031-355-8800,http://cheongyeon-e.goehs.kr,,,,,,,,,,,,
경기도교육청,경기도평택교육지원청,청옥초등학교,초등학교,공립,,20110506.0,경기도 평택시 청북읍 안청로1길 76,031-684-2704,https://cheong-ok-e.goept.kr/cheong-ok-e/main.do,1363.0,323579.471753485,398324.82024944975,721904.2920029347,1420.0,357949.38732394367,226564.91549295772,584514.3028169014,1529.0,341554.2838456508,182372.4264224984,523926.71026814904
경기도교육청,경기도양평교육지원청,청운초등학교,초등학교,공립,,19240418.0,경기도 양평군 청운면 용두로156번길 30,031-773-9009,https://cheongun-e.goeyp.kr/,65.0,2525182.769230769,1529023.076923077,4054205.846153846,73.0,2184977.534246576,1025790.2739726028,3210767.8082191786,75.0,2102433.066666667,790494.5333333333,2892927.6
경기도교육청,경기도화성오산교육지원청,청원초등학교,초등학교,공립,,19461211.0,경기도 화성시 만세구 마도면 해운로 794,031-356-6165,https://cheongwon-e.goehs.kr,43.0,3944867.906976744,2604187.2093023257,6549055.116279068,55.0,3395526.5454545454,1383959.2727272727,4779485.818181817,63.0,2548860.3174603176,1355928.7301587302,3904789.047619048
경기도교육청,경기도가평교육지원청,청평초등학교,초등학교,공립,,19280702.0,경기도 가평군 청평면 잠곡로 27,031-584-0280,https://chungpyong-e.goegp.kr,269.0,1348314.2750929368,952524.2750929368,2300838.5501858736,299.0,1260758.127090301,821567.0234113712,2082325.150501672,322.0,1005766.1801242236,690757.7639751553,1696523.9440993788
경기도교육청,경기도안산교육지원청,초당초등학교,초등학교,공립,,19960321.0,경기도 안산시 상록구 초당로 25,031-487-6887,chodang-e.goeas.kr,970.0,325912.21649484534,318488.80412371136,644401.0206185568,1057.0,401692.35572374647,251874.8060548723,653567.1617786188,1158.0,336200.40587219346,235015.51813471504,571215.9240069084
경기도교육청,경기도파주교육지원청,초롱초등학교,초등학교,공립,,20210901.0,경기도 파주시 양지로 101,031-869-8000,chorong-e.goepj.kr,1130.0,355373.7168141593,512033.5840707965,867407.3008849558,998.0,436223.7074148296,513207.0741482966,949430.7815631262,623.0,370934.6869983949,512714.253611557,883648.9406099519
경기도교육청,경기도성남교육지원청,초림초등학교,초등학교,공립,,19920501.0,경기도 성남시 분당구 수내로90번길 26,031-711-2102,chorim-e.goesn.kr,1149.0,169679.408181027,338743.6727589208,508423.0809399478,1138.0,224939.7100175747,317232.6274165202,542172.3374340949,1113.0,198812.9290206649,207546.6307277628,406359.55974842765
경기도교육청,경기도연천교육지원청,초성초등학교,초등학교,공립,,19570406.0,경기도 연천군 청산면 학담로 104,031-832-4007,https://chosung-e.goeyc.kr/chosung-e/main.do,63.0,2153525.333333333,2516899.3650793647,4670424.698412699,55.0,3813848.5454545454,2241569.272727273,6055417.818181817,65.0,1707510.3076923075,1982306.1538461535,3689816.4615384615
경기도교육청,경기도광주하남교육지원청,초월초등학교,초등학교,공립,,19310708.0,경기도 광주시 초월읍 산수로 523,031-761-1159,https://choworl-e.goegh.kr/choworl-e/main.do,137.0,1354124.6715328468,760676.496350365,2114801.167883212,156.0,996316.7948717949,565626.217948718,1561943.012820513,185.0,869399.081081081,564032.1081081082,1433431.189189189
경기도교육청,경기도안산교육지원청,초지초등학교,초등학교,공립,,20020901.0,경기도 안산시 단원구 초지로 153,070-4099-0900,https://choji-e.goeas.kr,579.0,595467.9101899827,472036.6666666666,1067504.5768566497,624.0,591941.842948718,353322.8365384616,945264.6794871796,666.0,348073.978978979,290978.963963964,639052.942942943
경기도교육청,경기도포천교육지원청,추산초등학교,초등학교,공립,,19981031.0,경기도 포천시 소흘읍 솔모루로3번길 52-20,031-543-4872,http://pochusan-e.goepc.kr,623.0,624447.4959871589,421330.43338683783,1045777.9293739968,694.0,671917.8097982709,377031.28242074925,1048949.0922190202,774.0,570059.8708010336,256118.0103359173,826177.8811369509
경기도교육청,경기도포천교육지원청,축석초등학교,초등학교,공립,,19700302.0,경기도 포천시 소흘읍 무란1길 25,031-542-1341,chukseok-e.goepc.kr,35.0,4781553.714285715,2388132.0,7169685.714285715,43.0,3255833.9534883723,1553481.8604651163,4809315.813953489,47.0,3315848.085106383,1097601.7021276597,4413449.787234043
경기도교육청,경기도광명교육지원청,충현초등학교,초등학교,공립,,20110504.0,경기도 광명시 성채안로 16,02-898-4100,https://chunghyun-e.goegm.kr/chunghyun-e/main.do,565.0,597511.0973451327,653050.4601769912,1250561.557522124,673.0,671064.279346211,401680.7429420505,1072745.0222882614,779.0,562785.7124518614,370940.1155327343,933725.8279845956
경기도교육청,경기도화성오산교육지원청,치동초등학교,초등학교,공립,,20170601.0,경기도 화성시 동탄순환대로 881-34,031-374-2961,https://chidong-e.goehs.kr,837.0,383643.95459976105,552748.2795698924,936392.2341696536,832.0,369249.48317307694,403560.9495192308,772810.4326923076,819.0,273932.13675213675,469590.3663003663,743522.5030525031
경기도교육청,경기도수원교육지원청,칠보초등학교,초등학교,공립,,19470610.0,경기도 수원시 권선구 금호로37번길 15,031-291-1412,http://suwonchilbo-e.goesw.kr,754.0,371474.3236074271,355005.67639257293,726480.0,757.0,436156.56538969616,348996.8163804492,785153.3817701453,745.0,333935.5167785235,352226.8456375839,686162.3624161073
경기도교육청,경기도동두천양주교육지원청,칠봉초등학교,초등학교,공립,,20010301.0,경기도 양주시 회정로 156,031-859-2545,https://chilbong-e.goedy.kr,454.0,570683.7444933921,599754.5814977974,1170438.3259911896,494.0,680132.995951417,498120.1012145749,1178253.097165992,525.0,295185.4476190476,379788.28571428574,674973.7333333334
경기도교육청,경기도광주하남교육지원청,탄벌초등학교,초등학교,공립,,20020901.0,경기도 광주시 이배재로 20-12,031-768-8782,https://tanbeol-e.goegh.kr,1299.0,227767.0438799076,472849.9692070824,700617.01308699,1461.0,335736.0027378508,371484.7296372348,707220.7323750856,1579.0,267098.69537682075,254609.9366687777,521708.63204559847
경기도교육청,경기도성남교육지원청,탄천초등학교,초등학교,공립,,19950501.0,경기도 성남시 분당구 내정로 20,031-714-0761,https://tanchun-e.goesn.kr/tanchun-e/main.do,429.0,535500.372960373,777946.7832167832,1313447.156177156,450.0,446542.26666666666,532397.0666666667,978939.3333333331,497.0,365689.2354124749,1567315.0301810866,1933004.265593561
경기도교육청,경기도파주교육지원청,탄현초등학교,초등학교,공립,,19340501.0,경기도 파주시 탄현면 방촌로653번길 4,031-942-8784,th-e.goepj.kr,51.0,3028738.431372549,1997647.450980392,5026385.882352941,54.0,2563868.703703704,1792125.3703703703,4355994.074074075,54.0,1683059.0740740742,1645229.4444444445,3328288.5185185187
경기도교육청,경기도동두천양주교육지원청,탑동초등학교,초등학교,공립,,19390401.0,경기도 동두천시 탑신로 61,031-867-2592,https://topdong-e.goedy.kr,92.0,1799139.2608695652,2307593.347826087,4106732.608695652,95.0,1410834.5263157894,1280243.0526315789,2691077.578947368,91.0,2177597.3626373624,1102208.7912087913,3279806.153846154
경기도교육청,경기도수원교육지원청,탑동초등학교,초등학교,공립,,19990115.0,경기도 수원시 권선구 탑동로 55,031-8061-7112,tapdong-e.goesw.kr/index.do,546.0,443647.65567765565,371887.7472527472,815535.4029304029,584.0,453603.6301369863,231521.36986301368,685125.0,610.0,461547.606557377,187380.34426229508,648927.9508196721
경기도교육청,경기도포천교육지원청,태봉초등학교,초등학교,공립,,20060607.0,경기도 포천시 소흘읍 송선로 8,031- 869-2801,http://tb-e.goepc.kr,649.0,440401.35593220335,508538.9522342065,948940.3081664097,700.0,423922.7714285714,454298.41428571433,878221.1857142857,715.0,285146.8671328671,260280.95104895104,545427.8181818181
경기도교육청,경기도광주하남교육지원청,태성초등학교,초등학교,공립,,20171023.0,경기도 광주시 태성로 37,031-5182-6400,https://taesung2017-e.goegh.kr/taesung2017-e/main.do,1304.0,275785.5291411043,380629.0720858896,656414.6012269937,1430.0,355096.94405594404,340972.6993006993,696069.6433566434,1442.0,367110.5547850208,301485.2565880721,668595.8113730929
경기도교육청,경기도화성오산교육지원청,태안초등학교,초등학교,공립,,20041004.0,경기도 화성시 병점3로 77,031-223-2384,https://taean-hs-e.goehs.kr,579.0,483234.5423143351,511523.1260794473,994757.6683937825,656.0,477913.6280487805,361379.6951219512,839293.3231707319,742.0,472139.7574123989,316980.8894878706,789120.6469002694
경기도교육청,경기도군포의왕교육지원청,태을초등학교,초등학교,공립,,19941001.0,경기도 군포시 산본로 451-49,031-310-9955,taeeulcho.goegu.kr,366.0,498958.1420765027,303219.5355191257,802177.6775956284,404.0,515133.2425742574,349570.04950495047,864703.292079208,416.0,518678.75,282225.8653846154,800904.6153846154
경기도교육청,경기도수원교육지원청,태장초등학교,초등학교,공립,,19191124.0,경기도 수원시 영통구 태장로71번길 30,031-204-1430,https://taejang-e.goesw.kr/taejang-e/main.do,711.0,741036.075949367,667905.5836849507,1408941.6596343175,724.0,639015.0828729281,565794.8066298342,1204809.8895027624,765.0,624542.8888888889,427714.4444444445,1052257.3333333333
경기도교육청,경기도광주하남교육지원청,태전초등학교,초등학교,공립,,20001002.0,경기도 광주시 태봉로 56,031-764-4294,https://taejeon-e.goegh.kr,634.0,320144.43217665615,533891.6246056784,854036.0567823342,702.0,338519.9287749288,387717.00854700856,726236.9373219374,760.0,291317.9210526316,268880.4736842105,560198.394736842
경기도교육청,경기도성남교육지원청,태평초등학교,초등학교,공립,,19840320.0,경기도 성남시 수정구 남문로32번길 7,031-753-9473,https://tp-e.goesn.kr,176.0,892393.0681818182,851679.3181818182,1744072.3863636365,215.0,887915.9534883721,469382.46511627914,1357298.4186046512,241.0,751811.4937759336,399103.81742738583,1150915.3112033196
경기도교육청,경기도고양교육지원청,토당초등학교,초등학교,공립,,20060301.0,경기도 고양시 덕양구 행신로 90,031-972-9450,https://todang-e.goegy.kr,188.0,1340087.180851064,1196084.0425531915,2536171.223404256,255.0,1252006.4705882352,537879.2156862745,1789885.6862745096,252.0,1057905.7936507936,488115.7142857143,1546021.507936508
경기도교육청,경기도용인교육지원청,토월초등학교,초등학교,공립,,19950301.0,경기도 용인시 수지구 수지로296번길 3,031-261-4582,http://to-wol-e.goeyi.kr,645.0,465789.13178294565,735248.7286821705,1201037.8604651163,666.0,523906.38138138136,596113.2432432432,1120019.6246246246,759.0,401145.11198945984,436616.8115942029,837761.9235836627
경기도교육청,경기도구리남양주교육지원청,토평초등학교,초등학교,공립,,19720301.0,경기도 구리시 벌말로129번길 17-1,031-563-2325, https://topyong-e.goegn.kr/,277.0,790532.9241877256,611504.8736462094,1402037.797833935,316.0,766998.4493670886,534971.835443038,1301970.2848101268,357.0,705094.3137254902,396078.71148459386,1101173.0252100842
경기도교육청,경기도파주교육지원청,통일초등학교,초등학교,공립,,20000901.0,경기도 파주시 탄현면 사슴벌레로 14,031-945-1974,https://tongil-e.goepj.kr,283.0,972890.1413427561,1083584.9823321556,2056475.123674912,324.0,1005513.3950617284,603282.8703703705,1608796.2654320989,365.0,904494.1917808219,489615.72602739726,1394109.917808219
경기도교육청,경기도김포교육지원청,통진초등학교,초등학교,공립,,20060301.0,경기도 김포시 통진읍 조강로 116,031-982-5296,https://tongjin-e.gpoe.kr,379.0,561120.765171504,842683.0079155673,1403803.7730870713,374.0,611018.422459893,500378.5026737968,1111396.9251336898,399.0,539327.9197994987,498899.39849624067,1038227.3182957394
경기도교육청,경기도구리남양주교육지원청,퇴계원초등학교,초등학교,공립,,19630305.0,경기도 남양주시 퇴계원읍 퇴계원로59번길 16,031-574-9234,https://toegyewon-e.goegn.kr/toegyewon-e/main.do,358.0,618408.2960893855,911773.6033519552,1530181.8994413407,437.0,616426.8878718537,609319.4965675058,1225746.3844393594,499.0,595003.8076152304,507980.4408817635,1102984.248496994
경기도교육청,경기도파주교육지원청,파양초등학교,초등학교,공립,,19610223.0,경기도 파주시 문산읍 배머리길 90-70,031-952-3603,payang-e.goepj.kr,90.0,2414895.4444444445,1882528.111111111,4297423.555555556,86.0,2352297.906976744,1407193.4883720933,3759491.3953488367,104.0,1640256.0576923075,1101706.4423076925,2741962.5
경기도교육청,경기도수원교육지원청,파장초등학교,초등학교,공립,,19370504.0,경기도 수원시 장안구 경수대로1081번길 32-9,031-241-1930,pajang-e.goesw.kr,363.0,826239.0633608814,778895.5371900826,1605134.600550964,346.0,690954.5953757225,775541.12716763,1466495.7225433525,350.0,671336.6,606729.6571428571,1278066.2571428572
경기도교육청,경기도파주교육지원청,파주대원초등학교,초등학교,공립,,20010301.0,경기도 파주시 조리읍 대원로 30,031-948-7021,pjdaewon-e.goepj.kr,398.0,390047.68844221113,703883.0402010051,1093930.7286432162,411.0,483850.6082725061,570022.3357664234,1053872.9440389294,440.0,502101.5227272727,444194.75,946296.2727272728
경기도교육청,경기도파주교육지원청,파주송화초등학교,초등학교,공립,,20010901.0,경기도 파주시 송화로 39,031-947-6042,https://shw-e.goepj.kr/shw-e/main.do,593.0,487410.52276559867,388011.24789207417,875421.7706576727,667.0,534989.2203898052,403939.98500749626,938929.2053973011,716.0,496717.9189944134,374748.43575419,871466.3547486033
경기도교육청,경기도파주교육지원청,파주와동초등학교,초등학교,공립,,20020301.0,경기도 파주시 금바위로 17,031-946-2865,https://pjwadong-e.goepj.kr,757.0,513907.1334214002,478468.0977542933,992375.2311756935,844.0,588287.9146919431,376661.5165876777,964949.4312796209,911.0,700620.5598243688,365904.676180022,1066525.2360043908
경기도교육청,경기도파주교육지원청,파주초등학교,초등학교,공립,,19060401.0,경기도 파주시 파주읍 우계로53번길 15,031-952-4216,paju-e.goepj.kr,111.0,883906.6666666665,694216.3063063063,1578122.9729729728,127.0,1079653.464566929,678379.5275590551,1758032.9921259845,133.0,772119.92481203,750846.090225564,1522966.015037594
경기도교육청,경기도파주교육지원청,파평초등학교,초등학교,공립,,19250517.0,경기도 파주시 파평면 파평산로478번길 37,031-952-8272,papyong-e.goepj.kr,76.0,2089667.8289473683,1846792.2368421047,3936460.065789473,90.0,1678636.111111111,3673722.444444445,5352358.555555556,91.0,1507521.0989010988,1090327.912087912,2597849.010989011
경기도교육청,경기도구리남양주교육지원청,판곡초등학교,초등학교,공립,,20050506.0,경기도 남양주시 늘을3로 15,031-559-3812,http://pangok-e.goegn.kr,899.0,328600.3893214683,582631.6573971079,911232.0467185761,982.0,368875.7535641548,443003.28920570266,811879.0427698574,1023.0,269602.8836754643,377322.3264907136,646925.210166178
경기도교육청,경기도성남교육지원청,판교대장초등학교,초등학교,공립,,20210601.0,경기도 성남시 분당구 판교대장로5길 71,031-724-0710,https://pangyodaejang-e.goesn.kr,1077.0,369756.5645311049,413076.4252553389,782832.9897864436,967.0,288182.3267838676,309654.52947259566,597836.8562564633,866.0,223468.93764434184,293089.3648960739,516558.30254041567
경기도교육청,경기도성남교육지원청,판교초등학교,초등학교,공립,,20100504.0,경기도 성남시 분당구 판교원로 231,031-8017-0429,https://pangyo-e.goesn.kr,906.0,298006.36865342164,601802.2406181016,899808.6092715232,952.0,281490.2521008404,490488.88655462186,771979.1386554622,1003.0,254141.0269192423,442516.0717846461,696657.0987038884
경기도교육청,경기도안산교육지원청,팔곡초등학교,초등학교,공립,,20060901.0,경기도 안산시 상록구 팔곡두레길 71,070-4323-3502,https://palgok-e.goeas.kr/palgok-e/main.do,108.0,1123265.8333333333,1664880.740740741,2788146.5740740737,114.0,1201679.3859649124,807740.7894736842,2009420.1754385964,133.0,973032.1804511278,539664.4360902256,1512696.6165413535
경기도교육청,경기도수원교육지원청,팔달초등학교,초등학교,공립,,20040901.0,경기도 수원시 팔달구 권광로367번길 22,031-217-3970,http://paldal-e.goesw.kr,586.0,443840.0511945392,598334.0443686007,1042174.09556314,651.0,600016.4669738864,373589.07834101375,973605.5453149,728.0,458606.8131868132,333811.771978022,792418.5851648352
경기도교육청,경기도화성오산교육지원청,팔탄초등학교,초등학교,공립,,19220404.0,경기도 화성시 만세구 팔탄면 마당바위로31번길 6,031-353-2503,https://paltan-e.goehs.kr/paltan-e/main.do,92.0,1554409.0217391304,2699289.4565217397,4253698.478260869,102.0,2080002.549019608,1943224.4117647056,4023226.9607843137,114.0,1557922.105263158,1553551.49122807,3111473.596491228
경기도교육청,경기도화성오산교육지원청,팔탄초등학교대방분교장,초등학교,공립,,19660902.0,경기도 화성시 만세구 팔탄면 노하길 398,031-354-8581,https://paltan-e.goehs.kr,35.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,44.0,,,
경기도교육청,경기도평택교육지원청,팽성초등학교,초등학교,공립,,19430401.0,경기도 평택시 팽성읍 송화2길 2,031-691-4135,https://paengsung-e.goept.kr,99.0,2325583.535353536,956692.6262626263,3282276.161616161,112.0,1860147.9464285716,892657.7678571427,2752805.714285714,110.0,1547971.9090909092,597313.4545454546,2145285.363636364
경기도교육청,경기도구리남양주교육지원청,평내초등학교,초등학교,공립,,19680310.0,경기도 남양주시 경춘로 1292-11,031-591-2150,https://pyongnae-e.goegn.kr/pyongnae-e/main.do,422.0,660952.345971564,775032.4644549761,1435984.8104265402,404.0,828126.4356435643,740525.3712871287,1568651.8069306929,325.0,706797.6307692308,808795.8461538461,1515593.476923077
경기도교육청,경기도구리남양주교육지원청,평동초등학교,초등학교,공립,,20050301.0,경기도 남양주시 호평로68번길 16,031-515-0109,https://pyeongdong-e.goegn.kr/pyeongdong-e/main.do,526.0,403312.81368821295,568095.608365019,971408.4220532319,587.0,523301.1073253833,503559.96592844976,1026861.073253833,622.0,453795.80385852087,460188.5530546624,913984.3569131832
경기도교육청,경기도평택교육지원청,평일초등학교,초등학교,공립,,19810204.0,경기도 평택시 평남로 626,031-651-4532,pyeong-il-e.goept.kr,447.0,688057.1812080537,565170.8948545861,1253228.0760626397,488.0,655208.3401639344,530830.512295082,1186038.8524590165,512.0,617775.5859375,337784.0234375,955559.609375
경기도교육청,경기도안양과천교육지원청,평촌초등학교,초등학교,공립,,19930501.0,경기도 안양시 동안구 평촌대로180번길 56,031-382-2406, pc-e.goeay.kr,1157.0,317527.216940363,265314.5721694036,582841.7891097666,1165.0,292441.57939914166,218221.6137339056,510663.1931330472,1244.0,298482.73311897105,165393.17524115756,463875.90836012864
경기도교육청,경기도평택교육지원청,평택대동초등학교,초등학교,공립,,20200301.0,경기도 평택시 소사서로 17,031-8053-0900,https://ptdd-e.goept.kr,707.0,383713.1824611033,618074.2574257426,1001787.439886846,665.0,540458.1278195488,533859.5789473684,1074317.7067669174,585.0,508602.2222222223,453170.6324786325,961772.8547008547
경기도교육청,경기도평택교육지원청,평택도곡초등학교,초등학교,공립,,20060301.0,경기도 평택시 포승읍 여술로44번길 5,070-7096-5000,http://ptdogok-e.goept.kr/,622.0,436241.17363344046,747537.1704180064,1183778.344051447,636.0,405538.93081761006,540978.537735849,946517.468553459,589.0,573272.3089983022,443436.2648556876,1016708.5738539898
경기도교육청,경기도평택교육지원청,평택모산초등학교,초등학교,공립,,20200901.0,경기도 평택시 지제동삭1로 175,031-686-1401,https://ptmosan-e.goept.kr/ptmosan-e/main.do,1139.0,398128.6918349429,406278.1123792801,804406.804214223,1103.0,414521.6319129646,297861.6047144152,712383.2366273799,1072.0,505303.0410447761,237255.4197761194,742558.4608208955
경기도교육청,경기도평택교육지원청,평택새빛초등학교,초등학교,공립,,20190901.0,경기도 평택시 신촌2로 33,031-659-7603,ptsaebit-e.goept.kr,1088.0,348768.9246323529,481986.2408088236,830755.1654411765,921.0,420796.6015200869,432892.08469055366,853688.6862106406,795.0,395260.2012578616,413253.82389937114,808514.0251572327
경기도교육청,경기도평택교육지원청,평택서재초등학교,초등학교,공립,,20181101.0,경기도 평택시 상서재로6길 19,031-8024-9101,https://sujae-e.goept.kr/,1665.0,302259.957957958,361499.69369369367,663759.6516516516,1590.0,426654.3987421384,245286.30188679244,671940.7006289308,1578.0,416654.6070975919,174960.0887198986,591614.6958174906
경기도교육청,경기도평택교육지원청,평택성동초등학교,초등학교,공립,,19130603.0,경기도 평택시 중앙로 89,031-658-3104,ptsd-e.goept.kr,252.0,804686.7857142858,1146224.325396825,1950911.111111111,272.0,689650.6617647059,1517035.3676470588,2206686.029411765,297.0,533177.4074074074,579627.4074074074,1112804.8148148148
경기도교육청,경기도평택교육지원청,평택송화초등학교,초등학교,공립,,20050506.0,경기 평택시 팽성읍 송화택지로25번길 14,031-658-1454,ptsonghwa-e.goept.kr,436.0,705259.9082568807,643904.5871559633,1349164.495412844,468.0,669651.8376068376,531882.7991452991,1201534.6367521368,461.0,551470.3470715835,492787.35357917566,1044257.7006507592
경기도교육청,경기도평택교육지원청,평택안일초등학교,초등학교,공립,,20050301.0,경기도 평택시 안중읍 안중로 13,031-686-5264,https://ptai-e.goept.kr/,907.0,286836.5711135612,414838.0154355016,701674.5865490627,998.0,301655.37074148294,354746.7034068136,656402.0741482966,1027.0,455765.2093476144,278291.57740993187,734056.7867575462
경기도교육청,경기도평택교육지원청,평택연화초등학교,초등학교,공립,,20250901.0,경기도 평택시 현덕면 운정화양1로 95,031-681-1750,https://ptyh-e.goept.kr/ptyh-e/main.do,,,,,,,,,,,,
경기도교육청,경기도평택교육지원청,평택영신초등학교,초등학교,공립,,20240901.0,경기도 평택시 지제동삭2로 123,031-647-6214,https://ptyoungshin-e.goept.kr/ptyoungsin-e/main.do,,,,,,,,,,,,
경기도교육청,경기도평택교육지원청,평택이화초등학교,초등학교,공립,,20160501.0,경기도 평택시 평남로 906,031-647-5008,http://ehwa-pt-e.goept.kr,999.0,326551.1511511512,509832.47247247247,836383.6236236236,1078.0,344600.7606679035,338507.8293135436,683108.5899814472,1206.0,347212.9933665008,271760.5223880597,618973.5157545605
경기도교육청,경기도평택교육지원청,평택중앙초등학교,초등학교,공립,,19451030.0,경기도 평택시 세교로 11,031-651-5142,ptja-e.goept.kr,175.0,1699143.4285714286,846395.1428571427,2545538.571428572,213.0,1440295.2112676057,611242.676056338,2051537.887323944,210.0,1357468.4761904762,429054.8095238095,1786523.2857142857
경기도교육청,경기도평택교육지원청,평택지산초등학교,초등학교,공립,,19940401.0,경기도 평택시 지산2로 57,031-663-9286,ptjisan-e.goept.kr,439.0,530349.3621867881,617672.6651480638,1148022.027334852,486.0,654173.0041152263,409308.2098765432,1063481.2139917696,516.0,462349.43798449606,505796.9767441861,968146.4147286823
경기도교육청,경기도평택교육지원청,평택청아초등학교,초등학교,공립,,20180301.0,경기도 평택시 청북읍 안청로4길 26,031-5182-0900,https://ptcheonga-e.goept.kr,985.0,407321.116751269,386660.68020304566,793981.7969543147,1029.0,399150.2040816327,286995.2672497571,686145.4713313897,1042.0,418842.4760076776,303809.32821497123,722651.8042226486
경기도교육청,경기도평택교육지원청,평택초등학교,초등학교,공립,,19681224.0,경기도 평택시 원평2로 4,031-651-3815,pyongtaek-e.goept.kr,141.0,1063465.319148936,1389180.5673758865,2452645.8865248226,154.0,939686.8181818182,1064704.6753246754,2004391.4935064933,161.0,648226.3354037267,727395.2173913043,1375621.552795031
경기도교육청,경기도평택교육지원청,평택화양초등학교,초등학교,공립,,20250901.0,경기도 평택시 현덕면 화양현화2로 10,031-682-1703,https://pthwayang-e.goept.kr,,,,,,,,,,,,
경기도교육청,경기도용인교육지원청,포곡초등학교,초등학교,공립,,19330901.0,경기도 용인시 처인구 포곡읍 부곡로 24,031-332-5313,pogok-e.goeyi.kr,637.0,514055.3375196232,613365.6514913657,1127420.989010989,728.0,471798.8736263737,515122.3901098901,986921.2637362637,771.0,577202.7496757457,326886.43320363166,904089.1828793774
